onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
24	4	12.0	12	2.0	2	4	4	2	2	4	6.0	B4	71	True	B	0	0	1.0	True	1	Cello	1	4	4.0	3	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	5
24	2	12.0	12	1.0	1	4	4	2	2	4	6.0	G#3	56	True	G	1	0	1.0	True	1	Cello	1	4	4.0	3	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	3
24	2	12.0	12	1.0	1	4	4	2	2	4	6.0	E3	52	True	E	0	0	1.0	True	1	Cello	1	4	4.0	3	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	1
24	2	12.0	12	1.0	1	4	4	2	2	4	6.0	E4	64	True	E	0	0	1.0	True	1	Cello	1	4	4.0	3	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	1
26	2	13.0	13	1.0	1	4	4	2	2	4	6.5	B3	59	True	B	0	1/4	1.5	False	0	Cello	1	4	4.0	3	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	5
26	2	13.0	13	1.0	1	4	4	2	2	4	6.5	G#3	56	True	G	1	1/4	1.5	False	0	Cello	1	4	4.0	3	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	3
28	4	14.0	14	2.0	2	4	4	2	2	4	7.0	E5	76	True	E	0	1/2	2.0	True	2	Cello	1	4	4.0	3	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	1
28	2	14.0	14	1.0	1	4	4	2	2	4	7.0	B3	59	True	B	0	1/2	2.0	True	2	Cello	1	4	4.0	3	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	5
28	2	14.0	14	1.0	1	4	4	2	2	4	7.0	G#3	56	True	G	1	1/2	2.0	True	2	Cello	1	4	4.0	3	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	3
30	2	15.0	15	1.0	1	4	4	2	2	4	7.5	B4	71	True	B	0	3/4	2.5	False	0	Cello	1	4	4.0	3	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	5
30	2	15.0	15	1.0	1	4	4	2	2	4	7.5	G#4	68	True	G	1	3/4	2.5	False	0	Cello	1	4	4.0	3	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	3
32	2	16.0	16	1.0	1	5	4	2	2	5	8.0	D#5	75	True	D	1	0	1.0	True	1	Cello	1	5	4.0	4	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	7
32	2	16.0	16	1.0	1	5	4	2	2	5	8.0	A4	69	True	A	0	0	1.0	True	1	Cello	1	5	4.0	4	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	4
32	2	16.0	16	1.0	1	5	4	2	2	5	8.0	F#4	66	True	F	1	0	1.0	True	1	Cello	1	5	4.0	4	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	2
32	2	16.0	16	1.0	1	5	4	2	2	5	8.0	B3	59	True	B	0	0	1.0	True	1	Cello	1	5	4.0	4	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	5
34	2	17.0	17	1.0	1	5	4	2	2	5	8.5	E5	76	True	E	0	1/4	1.5	False	0	Cello	1	5	4.0	4	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	1
34	2	17.0	17	1.0	1	5	4	2	2	5	8.5	G#4	68	True	G	1	1/4	1.5	False	0	Cello	1	5	4.0	4	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	3
34	2	17.0	17	1.0	1	5	4	2	2	5	8.5	E4	64	True	E	0	1/4	1.5	False	0	Cello	1	5	4.0	4	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	1
36	2	18.0	18	1.0	1	5	4	2	2	5	9.0	F#5	78	True	F	1	1/2	2.0	True	2	Cello	1	5	4.0	4	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	2
36	2	18.0	18	1.0	1	5	4	2	2	5	9.0	F#4	66	True	F	1	1/2	2.0	True	2	Cello	1	5	4.0	4	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	2
36	2	18.0	18	1.0	1	5	4	2	2	5	9.0	D#4	63	True	D	1	1/2	2.0	True	2	Cello	1	5	4.0	4	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	7
38	2	19.0	19	1.0	1	5	4	2	2	5	9.5	G#5	80	True	G	1	3/4	2.5	False	0	Cello	1	5	4.0	4	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	3
38	2	19.0	19	1.0	1	5	4	2	2	5	9.5	E4	64	True	E	0	3/4	2.5	False	0	Cello	1	5	4.0	4	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	1
38	2	19.0	19	1.0	1	5	4	2	2	5	9.5	C#4	61	True	C	1	3/4	2.5	False	0	Cello	1	5	4.0	4	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True	6
40	2	20.0	20	1.0	1	6	4	2	2	6	10.0	A5	81	True	A	0	0	1.0	True	1	Cello	1	6	4.0	5	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	4
40	2	20.0	20	1.0	1	6	4	2	2	6	10.0	D#4	63	True	D	1	0	1.0	True	1	Cello	1	6	4.0	5	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	7
40	2	20.0	20	1.0	1	6	4	2	2	6	10.0	B3	59	True	B	0	0	1.0	True	1	Cello	1	6	4.0	5	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	5
40	2	20.0	20	1.0	1	6	4	2	2	6	10.0	B3	59	True	B	0	0	1.0	True	1	Cello	1	6	4.0	5	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	5
42	2	21.0	21	1.0	1	6	4	2	2	6	10.5	D#4	63	True	D	1	1/4	1.5	False	0	Cello	1	6	4.0	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	7
42	2	21.0	21	1.0	1	6	4	2	2	6	10.5	B3	59	True	B	0	1/4	1.5	False	0	Cello	1	6	4.0	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	5
44	2	22.0	22	1.0	1	6	4	2	2	6	11.0	E4	64	True	E	0	1/2	2.0	True	2	Cello	1	6	4.0	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	1
44	2	22.0	22	1.0	1	6	4	2	2	6	11.0	C#4	61	True	C	1	1/2	2.0	True	2	Cello	1	6	4.0	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	6
46	2	23.0	23	1.0	1	6	4	2	2	6	11.5	F#4	66	True	F	1	3/4	2.5	False	0	Cello	1	6	4.0	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	2
46	2	23.0	23	1.0	1	6	4	2	2	6	11.5	D#4	63	True	D	1	3/4	2.5	False	0	Cello	1	6	4.0	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	7
48	2	24.0	24	1.0	1	7	4	2	2	7	12.0	G#5	80	True	G	1	0	1.0	True	1	Cello	1	7	2.0	6	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True	3
48	2	24.0	24	1.0	1	7	4	2	2	7	12.0	G#4	68	True	G	1	0	1.0	True	1	Cello	1	7	2.0	6	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True	3
48	2	24.0	24	1.0	1	7	4	2	2	7	12.0	E4	64	True	E	0	0	1.0	True	1	Cello	1	7	2.0	6	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True	1
48	2	24.0	24	1.0	1	7	4	2	2	7	12.0	E4	64	True	E	0	0	1.0	True	1	Cello	1	7	2.0	6	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True	1
50	2	25.0	25	1.0	1	7	4	2	2	7	12.5	F#5	78	True	F	1	1/4	1.5	False	0	Cello	1	7	2.0	6	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True	2
50	2	25.0	25	1.0	1	7	4	2	2	7	12.5	G#4	68	True	G	1	1/4	1.5	False	0	Cello	1	7	2.0	6	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True	3
50	2	25.0	25	1.0	1	7	4	2	2	7	12.5	E4	64	True	E	0	1/4	1.5	False	0	Cello	1	7	2.0	6	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True	1
52	2	26.0	26	1.0	1	7	4	2	2	7	13.0	E5	76	True	E	0	1/2	2.0	True	2	Cello	1	7	2.0	7	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	2	None	ii	True	1
52	2	26.0	26	1.0	1	7	4	2	2	7	13.0	A4	69	True	A	0	1/2	2.0	True	2	Cello	1	7	2.0	7	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	2	None	ii	True	4
52	2	26.0	26	1.0	1	7	4	2	2	7	13.0	F#4	66	True	F	1	1/2	2.0	True	2	Cello	1	7	2.0	7	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	2	None	ii	True	2
54	2	27.0	27	1.0	1	7	4	2	2	7	13.5	D#5	75	True	D	1	3/4	2.5	False	0	Cello	1	7	2.0	7	ii	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	2	None	ii	True	7
54	2	27.0	27	1.0	1	7	4	2	2	7	13.5	B4	71	True	B	0	3/4	2.5	False	0	Cello	1	7	2.0	7	ii	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	2	None	ii	True	5
54	2	27.0	27	1.0	1	7	4	2	2	7	13.5	G#4	68	True	G	1	3/4	2.5	False	0	Cello	1	7	2.0	7	ii	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	2	None	ii	True	3
56	4	28.0	28	2.0	2	8	4	2	2	8	14.0	C#5	73	True	C	1	0	1.0	True	1	Cello	1	8	4.0	8	V/vi	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	6
56	2	28.0	28	1.0	1	8	4	2	2	8	14.0	C#5	73	True	C	1	0	1.0	True	1	Cello	1	8	4.0	8	V/vi	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	6
56	2	28.0	28	1.0	1	8	4	2	2	8	14.0	A4	69	True	A	0	0	1.0	True	1	Cello	1	8	4.0	8	V/vi	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	4
56	2	28.0	28	1.0	1	8	4	2	2	8	14.0	A3	57	True	A	0	0	1.0	True	1	Cello	1	8	4.0	8	V/vi	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	4
58	2	29.0	29	1.0	1	8	4	2	2	8	14.5	E5	76	True	E	0	1/4	1.5	False	0	Cello	1	8	4.0	8	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	1
58	2	29.0	29	1.0	1	8	4	2	2	8	14.5	A4	69	True	A	0	1/4	1.5	False	0	Cello	1	8	4.0	8	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	4
60	4	30.0	30	2.0	2	8	4	2	2	8	15.0	F#5	78	True	F	1	1/2	2.0	True	2	Cello	1	8	4.0	8	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	2
60	2	30.0	30	1.0	1	8	4	2	2	8	15.0	D#5	75	True	D	1	1/2	2.0	True	2	Cello	1	8	4.0	8	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	7
60	2	30.0	30	1.0	1	8	4	2	2	8	15.0	A4	69	True	A	0	1/2	2.0	True	2	Cello	1	8	4.0	8	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	4
62	2	31.0	31	1.0	1	8	4	2	2	8	15.5	C#5	73	True	C	1	3/4	2.5	False	0	Cello	1	8	4.0	8	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	6
62	2	31.0	31	1.0	1	8	4	2	2	8	15.5	A4	69	True	A	0	3/4	2.5	False	0	Cello	1	8	4.0	8	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	4
64	2	32.0	32	1.0	1	9	4	2	2	9	16.0	G#5	80	True	G	1	0	1.0	True	1	Cello	1	9	4.0	9	V/vi	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	3
64	2	32.0	32	1.0	1	9	4	2	2	9	16.0	B#4	72	True	B	1	0	1.0	True	1	Cello	1	9	4.0	9	V/vi	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	#5
64	2	32.0	32	1.0	1	9	4	2	2	9	16.0	D#4	63	True	D	1	0	1.0	True	1	Cello	1	9	4.0	9	V/vi	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	7
64	2	32.0	32	1.0	1	9	4	2	2	9	16.0	G#3	56	True	G	1	0	1.0	True	1	Cello	1	9	4.0	9	V/vi	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	3
66	2	33.0	33	1.0	1	9	4	2	2	9	16.5	G#5	80	True	G	1	1/4	1.5	False	0	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	3
66	2	33.0	33	1.0	1	9	4	2	2	9	16.5	D#5	75	True	D	1	1/4	1.5	False	0	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	7
66	2	33.0	33	1.0	1	9	4	2	2	9	16.5	B#4	72	True	B	1	1/4	1.5	False	0	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	#5
66	2	33.0	33	1.0	1	9	4	2	2	9	16.5	G#4	68	True	G	1	1/4	1.5	False	0	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	3
68	2	34.0	34	1.0	1	9	4	2	2	9	17.0	G#5	80	True	G	1	1/2	2.0	True	2	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	3
68	2	34.0	34	1.0	1	9	4	2	2	9	17.0	D#5	75	True	D	1	1/2	2.0	True	2	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	7
68	2	34.0	34	1.0	1	9	4	2	2	9	17.0	B#4	72	True	B	1	1/2	2.0	True	2	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	#5
68	2	34.0	34	1.0	1	9	4	2	2	9	17.0	G#4	68	True	G	1	1/2	2.0	True	2	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	3
70	2	35.0	35	1.0	1	9	4	2	2	9	17.5	G#5	80	True	G	1	3/4	2.5	False	0	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	3
70	2	35.0	35	1.0	1	9	4	2	2	9	17.5	D#5	75	True	D	1	3/4	2.5	False	0	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	7
70	2	35.0	35	1.0	1	9	4	2	2	9	17.5	B#4	72	True	B	1	3/4	2.5	False	0	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	#5
70	2	35.0	35	1.0	1	9	4	2	2	9	17.5	G#4	68	True	G	1	3/4	2.5	False	0	Cello	1	9	4.0	9	V/vi	False	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	c#	5	6	V	True	3
72	2	36.0	36	1.0	1	10	4	2	2	10	18.0	G#5	80	True	G	1	0	1.0	True	1	Cello	1	10	4.0	10	I	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True	3
72	2	36.0	36	1.0	1	10	4	2	2	10	18.0	D#5	75	True	D	1	0	1.0	True	1	Cello	1	10	4.0	10	I	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True	7
72	2	36.0	36	1.0	1	10	4	2	2	10	18.0	B#4	72	True	B	1	0	1.0	True	1	Cello	1	10	4.0	10	I	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True	#5
72	2	36.0	36	1.0	1	10	4	2	2	10	18.0	G#4	68	True	G	1	0	1.0	True	1	Cello	1	10	4.0	10	I	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True	3
74	2	37.0	37	1.0	1	10	4	2	2	10	18.5	G#4	68	True	G	1	1/4	1.5	False	0	Cello	1	10	4.0	10	I	False	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True	3
74	2	37.0	37	1.0	1	10	4	2	2	10	18.5	G#3	56	True	G	1	1/4	1.5	False	0	Cello	1	10	4.0	10	I	False	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True	3
76	2	38.0	38	1.0	1	10	4	2	2	10	19.0	G#4	68	True	G	1	1/2	2.0	True	2	Cello	1	10	4.0	10	I	False	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True	3
76	2	38.0	38	1.0	1	10	4	2	2	10	19.0	G#3	56	True	G	1	1/2	2.0	True	2	Cello	1	10	4.0	10	I	False	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True	3
78	2	39.0	39	1.0	1	10	4	2	2	10	19.5	G#4	68	True	G	1	3/4	2.5	False	0	Cello	1	10	4.0	10	I	False	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True	3
78	2	39.0	39	1.0	1	10	4	2	2	10	19.5	G#3	56	True	G	1	3/4	2.5	False	0	Cello	1	10	4.0	10	I	False	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True	3
80	2	40.0	40	1.0	1	11	4	2	2	11	20.0	B5	83	True	B	0	0	1.0	True	1	Cello	1	11	4.0	11	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	5
80	2	40.0	40	1.0	1	11	4	2	2	11	20.0	G#4	68	True	G	1	0	1.0	True	1	Cello	1	11	4.0	11	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	3
80	2	40.0	40	1.0	1	11	4	2	2	11	20.0	G#3	56	True	G	1	0	1.0	True	1	Cello	1	11	4.0	11	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	3
80	2	40.0	40	1.0	1	11	4	2	2	11	20.0	E4	64	True	E	0	0	1.0	True	1	Cello	1	11	4.0	11	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	1
82	2	41.0	41	1.0	1	11	4	2	2	11	20.5	G#5	80	True	G	1	1/4	1.5	False	0	Cello	1	11	4.0	11	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	3
82	2	41.0	41	1.0	1	11	4	2	2	11	20.5	B4	71	True	B	0	1/4	1.5	False	0	Cello	1	11	4.0	11	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	5
82	2	41.0	41	1.0	1	11	4	2	2	11	20.5	G#4	68	True	G	1	1/4	1.5	False	0	Cello	1	11	4.0	11	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True	3
